phase_mm,front_left_extension_mm,front_right_extension_mm,rear_left_extension_mm,rear_right_extension_mm
150.317200,0.000000,0.000000,85.963636,85.963636
150.596600,0.000000,0.000000,85.963636,85.963636
150.876000,0.000000,0.000000,85.963636,85.963636
151.155400,0.000000,0.000000,85.963636,85.963636
151.434800,0.000000,0.000000,85.963636,85.963636
151.714200,0.000000,0.000000,85.963636,85.963636
151.993600,0.000000,0.000000,85.963636,85.963636
152.273000,0.000000,0.000000,85.963636,85.963636
152.552400,0.000000,0.000000,85.963636,85.963636
152.831800,0.000000,0.000000,85.963636,85.963636
153.111200,0.000000,0.000000,85.963636,85.963636
153.390600,0.000000,0.000000,85.963636,85.963636
153.670000,0.000000,0.000000,85.963636,85.963636
153.949400,0.000000,0.000000,85.963636,85.963636
154.228800,0.000000,0.000000,85.963636,85.963636
154.508200,0.000000,0.000000,85.963636,85.963636
154.787600,0.000000,0.000000,85.963636,85.963636
155.067000,0.000000,0.000000,85.963636,85.963636
155.346400,0.000000,0.000000,85.963636,85.963636
155.625800,0.000000,0.000000,85.963636,85.963636
155.905200,0.000000,0.000000,85.963636,85.963636
156.184600,0.000000,0.000000,85.963636,85.963636
156.464000,0.000000,0.000000,85.963636,85.963636
156.743400,0.000000,0.000000,85.963636,85.963636
157.022800,0.000000,0.000000,85.963636,85.963636
157.302200,0.000000,0.000000,85.963636,85.963636
157.581600,0.000000,0.000000,85.963636,85.963636
157.861000,0.000000,0.000000,85.963636,85.963636
158.140400,0.000000,0.000000,85.963636,85.963636
158.419800,0.000000,0.000000,85.963636,85.963636
158.699200,0.000000,0.000000,85.963636,85.963636
158.978600,0.000000,0.000000,85.963636,85.963636
159.258000,0.000000,0.000000,85.963636,85.963636
159.537400,0.000000,0.000000,85.963636,85.963636
159.816800,0.000000,0.000000,85.963636,85.963636
160.096200,0.000000,0.000000,85.963636,85.963636
160.375600,0.000000,0.000000,85.963636,85.963636
160.655000,0.000000,0.000000,85.963636,85.963636
160.934400,0.000000,0.000000,85.963636,85.963636
161.213800,0.000000,0.000000,85.963636,85.963636
161.493200,0.000000,0.000000,85.963636,85.963636
161.772600,0.000000,0.000000,85.963636,85.963636
162.052000,0.000000,0.000000,85.963636,85.963636
162.331400,0.000000,0.000000,85.963636,85.963636
162.610800,0.000000,0.000000,85.963636,85.963636
162.890200,0.000000,0.000000,85.963636,85.963636
163.169600,0.000000,0.000000,85.963636,85.963636
163.449000,0.000000,0.000000,85.963636,85.963636
163.728400,0.000000,0.000000,85.963636,85.963636
164.007800,0.000000,0.000000,85.963636,85.963636
164.287200,0.000000,0.000000,85.963636,85.963636
164.566600,0.000000,0.000000,85.963636,85.963636
164.846000,0.000000,0.000000,85.963636,85.963636
165.125400,0.000000,0.000000,85.963636,85.963636
165.404800,0.000000,0.000000,85.963636,85.963636
165.684200,0.000000,0.000000,85.963636,85.963636
165.963600,0.000000,0.000000,85.963636,85.963636
166.243000,0.000000,0.000000,85.963636,85.963636
166.522400,0.000000,0.000000,85.963636,85.963636
166.801800,0.000000,0.000000,85.963636,85.963636
167.081200,0.000000,0.000000,85.963636,85.963636
167.360600,0.000000,0.000000,85.963636,85.963636
167.640000,0.000000,0.000000,85.963636,85.963636
167.919400,0.000000,0.000000,85.963636,85.963636
168.198800,0.000000,0.000000,85.963636,85.963636
168.478200,0.000000,0.000000,85.963636,85.963636
168.757600,0.000000,0.000000,85.963636,85.963636
169.037000,0.000000,0.000000,85.963636,85.963636
169.316400,0.000000,0.000000,85.963636,85.963636
169.595800,0.000000,0.000000,85.963636,85.963636
169.875200,0.000000,0.000000,85.963636,85.963636
170.154600,0.000000,0.000000,85.963636,85.963636
170.434000,0.000000,0.000000,85.963636,85.963636
170.713400,0.000000,0.000000,85.963636,85.963636
170.992800,0.000000,0.000000,85.963636,85.963636
171.272200,0.000000,0.000000,85.963636,85.963636
171.551600,0.000000,0.000000,85.963636,85.963636
171.831000,0.000000,0.000000,85.963636,85.963636
172.110400,0.000000,0.000000,85.963636,85.963636
172.389800,0.000000,0.000000,85.963636,85.963636
172.669200,0.000000,0.000000,85.963636,85.963636
172.948600,0.000000,0.000000,85.963636,85.963636
173.228000,0.000000,0.000000,85.963636,85.963636
173.507400,0.000000,0.000000,85.963636,85.963636
173.786800,0.000000,0.000000,85.963636,85.963636
174.066200,0.000000,0.000000,85.963636,85.963636
174.345600,0.000000,0.000000,85.963636,85.963636
174.625000,0.000000,0.000000,85.963636,85.963636
174.904400,0.000000,0.000000,85.963636,85.963636
175.183800,0.000000,0.000000,85.963636,85.963636
175.463200,0.000000,0.000000,85.963636,85.963636
175.742600,0.000000,0.000000,85.963636,85.963636
176.022000,0.000000,0.000000,85.963636,85.963636
176.301400,0.000000,0.000000,85.963636,85.963636
176.580800,0.000000,0.000000,85.963636,85.963636
176.860200,0.000000,0.000000,85.963636,85.963636
177.139600,0.000000,0.000000,85.963636,85.963636
177.419000,0.000000,0.000000,85.963636,85.963636
177.698400,0.000000,0.000000,85.963636,85.963636
177.977800,0.000000,0.000000,85.963636,85.963636
178.257200,0.000000,0.000000,85.963636,85.963636
178.536600,0.000000,0.000000,85.963636,85.963636
178.816000,0.000000,0.000000,85.963636,85.963636
179.095400,0.000000,0.000000,85.963636,85.963636
179.374800,0.000000,0.000000,85.963636,85.963636
179.654200,0.000000,0.000000,85.963636,85.963636
179.933600,0.000000,0.000000,85.963636,85.963636
180.213000,0.000000,0.000000,85.963636,85.963636
180.492400,0.000000,0.000000,85.963636,85.963636
180.771800,0.000000,0.000000,85.963636,85.963636
181.051200,0.000000,0.000000,85.963636,85.963636
181.330600,0.000000,0.000000,85.963636,85.963636
181.610000,0.000000,0.000000,85.963636,85.963636
181.889400,0.000000,0.000000,85.963636,85.963636
182.168800,0.000000,0.000000,85.963636,85.963636
182.448200,0.000000,0.000000,85.963636,85.963636
182.727600,0.000000,0.000000,85.963636,85.963636
183.007000,0.000000,0.000000,85.963636,85.963636
183.286400,0.000000,0.000000,85.963636,85.963636
183.565800,0.000000,0.000000,85.963636,85.963636
183.845200,0.000000,0.000000,85.963636,85.963636
184.124600,0.000000,0.000000,85.963636,85.963636
184.404000,0.000000,0.000000,85.963636,85.963636
184.683400,0.000000,0.000000,85.963636,85.963636
184.962800,0.000000,0.000000,85.963636,85.963636
185.242200,0.000000,0.000000,85.963636,85.963636
185.521600,0.000000,0.000000,85.963636,85.963636
185.801000,0.000000,0.000000,85.963636,85.963636
186.080400,0.000000,0.000000,85.963636,85.963636
186.359800,0.000000,0.000000,85.963636,85.963636
186.639200,0.000000,0.000000,85.963636,85.963636
186.918600,0.000000,0.000000,85.963636,85.963636
187.198000,0.000000,0.000000,85.963636,85.963636
187.477400,0.000000,0.000000,85.963636,85.963636
187.756800,0.000000,0.000000,85.963636,85.963636
188.036200,0.000000,0.000000,85.963636,85.963636
188.315600,0.000000,0.000000,85.963636,85.963636
188.595000,0.000000,0.000000,85.963636,85.963636
188.874400,0.000000,0.000000,85.963636,85.963636
189.153800,0.000000,0.000000,85.963636,85.963636
189.433200,0.000000,0.000000,85.963636,85.963636
189.712600,0.000000,0.000000,85.963636,85.963636
189.992000,0.000000,0.000000,85.963636,85.963636
190.271400,0.000000,0.000000,85.963636,85.963636
190.550800,0.000000,0.000000,85.963636,85.963636
190.830200,0.000000,0.000000,85.963636,85.963636
191.109600,0.000000,0.000000,85.963636,85.963636
191.389000,0.000000,0.000000,85.963636,85.963636
191.668400,0.000000,0.000000,85.963636,85.963636
191.947800,0.000000,0.000000,85.963636,85.963636
192.227200,0.000000,0.000000,85.963636,85.963636
192.506600,0.000000,0.000000,85.963636,85.963636
192.786000,0.000000,0.000000,85.963636,85.963636
193.065400,0.000000,0.000000,85.963636,85.963636
193.344800,0.000000,0.000000,85.963636,85.963636
193.624200,0.000000,0.000000,85.963636,85.963636
193.903600,0.000000,0.000000,85.963636,85.963636
194.183000,0.000000,0.000000,85.963636,85.963636
194.462400,0.000000,0.000000,85.963636,85.963636
194.741800,0.000000,0.000000,85.963636,85.963636
195.021200,0.000000,0.000000,85.963636,85.963636
195.300600,0.000000,0.000000,85.963636,85.963636
195.580000,0.000000,0.000000,85.963636,85.963636
195.859400,0.000000,0.000000,85.963636,85.963636
196.138800,0.000000,0.000000,85.963636,85.963636
196.418200,0.000000,0.000000,85.963636,85.963636
196.697600,0.000000,0.000000,85.963636,85.963636
196.977000,0.000000,0.000000,85.963636,85.963636
197.256400,0.000000,0.000000,85.963636,85.963636
197.535800,0.000000,0.000000,85.963636,85.963636
197.815200,0.000000,0.000000,85.963636,85.963636
198.094600,0.000000,0.000000,85.963636,85.963636
198.374000,0.000000,0.000000,85.963636,85.963636
198.653400,0.000000,0.000000,85.963636,85.963636
198.932800,0.000000,0.000000,85.963636,85.963636
199.212200,0.000000,0.000000,85.963636,85.963636
199.491600,0.000000,0.000000,85.963636,85.963636
199.771000,0.000000,0.000000,85.963636,85.963636
200.050400,0.000000,0.000000,85.963636,85.963636
200.329800,0.000000,0.000000,85.963636,85.963636
200.609200,0.000000,0.000000,85.963636,85.963636
200.888600,0.000000,0.000000,85.963636,85.963636
201.168000,0.000000,0.000000,85.963636,85.963636
201.447400,0.000000,0.000000,85.963636,85.963636
201.726800,0.000000,0.000000,85.963636,85.963636
202.006200,0.000000,0.000000,85.963636,85.963636
202.285600,0.000000,0.000000,85.963636,85.963636
202.565000,0.000000,0.000000,85.963636,85.963636
202.844400,0.000000,0.000000,85.963636,85.963636
203.123800,0.000000,0.000000,85.963636,85.963636
203.403200,0.000000,0.000000,85.963636,85.963636
203.682600,0.000000,0.000000,85.963636,85.963636
203.962000,0.000000,0.000000,85.963636,85.963636
204.241400,0.000000,0.000000,85.963636,85.963636
204.520800,0.000000,0.000000,85.963636,85.963636
204.800200,0.000000,0.000000,85.963636,85.963636
205.079600,0.000000,0.000000,85.963636,85.963636
205.359000,0.000000,0.000000,85.963636,85.963636
205.638400,0.000000,0.000000,85.963636,85.963636
205.917800,0.000000,0.000000,85.963636,85.963636
206.197200,0.000000,0.000000,85.963636,85.963636
206.476600,0.000000,0.000000,85.963636,85.963636
206.756000,0.000000,0.000000,85.963636,85.963636
207.035400,0.000000,0.000000,85.963636,85.963636
207.314800,0.000000,0.000000,85.963636,85.963636
207.594200,0.000000,0.000000,85.963636,85.963636
207.873600,0.000000,0.000000,85.963636,85.963636
208.153000,0.000000,0.000000,85.963636,85.963636
208.432400,0.000000,0.000000,85.963636,85.963636
208.711800,0.000000,0.000000,85.963636,85.963636
208.991200,0.000000,0.000000,85.963636,85.963636
209.270600,0.000000,0.000000,85.963636,85.963636
209.550000,0.000000,0.000000,85.963636,85.963636
209.829400,0.000000,0.000000,85.963636,85.963636
210.108800,0.000000,0.000000,85.963636,85.963636
210.388200,0.000000,0.000000,85.963636,85.963636
210.667600,0.000000,0.000000,85.963636,85.963636
210.947000,0.000000,0.000000,85.963636,85.963636
211.226400,0.000000,0.000000,85.963636,85.963636
211.505800,0.000000,0.000000,85.963636,85.963636
211.785200,0.000000,0.000000,85.963636,85.963636
212.064600,0.000000,0.000000,85.963636,85.963636
212.344000,0.000000,0.000000,85.963636,85.963636
212.623400,0.000000,0.000000,85.963636,85.963636
212.902800,0.000000,0.000000,85.963636,85.963636
213.182200,0.000000,0.000000,85.963636,85.963636
213.461600,0.000000,0.000000,85.963636,85.963636
213.741000,0.000000,0.000000,85.963636,85.963636
214.020400,0.000000,0.000000,85.963636,85.963636
214.299800,0.000000,0.000000,85.963636,85.963636
214.579200,0.000000,0.000000,85.963636,85.963636
214.858600,0.000000,0.000000,85.963636,85.963636
215.138000,0.000000,0.000000,85.963636,85.963636
215.417400,0.000000,0.000000,85.963636,85.963636
215.696800,0.000000,0.000000,85.963636,85.963636
215.976200,0.000000,0.000000,85.963636,85.963636
216.255600,0.000000,0.000000,85.963636,85.963636
216.535000,0.000000,0.000000,85.963636,85.963636
216.814400,0.000000,0.000000,85.963636,85.963636
217.093800,0.000000,0.000000,85.963636,85.963636
217.373200,0.000000,0.000000,85.963636,85.963636
217.652600,0.000000,0.000000,85.963636,85.963636
217.932000,0.000000,0.000000,85.963636,85.963636
218.211400,0.000000,0.000000,85.963636,85.963636
218.490800,0.000000,0.000000,85.963636,85.963636
218.770200,0.000000,0.000000,85.963636,85.963636
219.049600,0.000000,0.000000,85.963636,85.963636
219.329000,0.000000,0.000000,85.963636,85.963636
219.608400,0.000000,0.000000,85.963636,85.963636
219.887800,0.000000,0.000000,85.963636,85.963636
220.167200,0.000000,0.000000,85.963636,85.963636
220.446600,0.000000,0.000000,85.963636,85.963636
220.726000,0.000000,0.000000,85.963636,85.963636
221.005400,0.000000,0.000000,85.963636,85.963636
221.284800,0.000000,0.000000,85.963636,85.963636
221.564200,0.000000,0.000000,85.963636,85.963636
221.843600,0.000000,0.000000,85.963636,85.963636
222.123000,0.000000,0.000000,85.963636,85.963636
222.402400,0.000000,0.000000,85.963636,85.963636
222.681800,0.000000,0.000000,85.963636,85.963636
222.961200,0.000000,0.000000,85.963636,85.963636
223.240600,0.000000,0.000000,85.963636,85.963636
223.520000,0.000000,0.000000,85.963636,85.963636
223.799400,0.000000,0.000000,85.963636,85.963636
224.078800,0.000000,0.000000,85.963636,85.963636
224.358200,0.000000,0.000000,85.963636,85.963636
224.637600,0.000000,0.000000,85.963636,85.963636
224.917000,0.000000,0.000000,85.963636,85.963636
225.196400,0.000000,0.000000,85.963636,85.963636
225.475800,0.000000,0.000000,85.963636,85.963636
225.755200,0.000000,0.000000,85.963636,85.963636
226.034600,0.000000,0.000000,85.963636,85.963636
226.314000,0.000000,0.000000,85.963636,85.963636
226.593400,0.000000,0.000000,85.963636,85.963636
226.872800,0.000000,0.000000,85.963636,85.963636
227.152200,0.000000,0.000000,85.963636,85.963636
227.431600,0.000000,0.000000,85.963636,85.963636
227.711000,0.000000,0.000000,85.963636,85.963636
227.990400,0.000000,0.000000,85.963636,85.963636
228.269800,0.000000,0.000000,85.963636,85.963636
228.549200,0.000000,0.000000,85.963636,85.963636
228.828600,0.000000,0.000000,85.963636,85.963636
229.108000,0.000000,0.000000,85.963636,85.963636
229.387400,0.000000,0.000000,85.963636,85.963636
229.666800,0.000000,0.000000,85.963636,85.963636
229.946200,0.000000,0.000000,85.963636,85.963636
230.225600,0.000000,0.000000,85.963636,85.963636
230.505000,0.000000,0.000000,85.963636,85.963636
230.784400,0.000000,0.000000,85.963636,85.963636
231.063800,0.000000,0.000000,85.963636,85.963636
231.343200,0.000000,0.000000,85.963636,85.963636
231.622600,0.000000,0.000000,85.963636,85.963636
231.902000,0.000000,0.000000,85.963636,85.963636
232.181400,0.000000,0.000000,85.963636,85.963636
232.460800,0.000000,0.000000,85.963636,85.963636
232.740200,0.000000,0.000000,85.963636,85.963636
233.019600,0.000000,0.000000,85.963636,85.963636
233.299000,0.000000,0.000000,85.963636,85.963636
233.578400,0.000000,0.000000,85.963636,85.963636
233.857800,0.000000,0.000000,85.963636,85.963636
234.137200,0.000000,0.000000,85.963636,85.963636
234.416600,0.000000,0.000000,85.963636,85.963636
234.696000,0.000000,0.000000,85.963636,85.963636
234.975400,0.000000,0.000000,85.963636,85.963636
235.254800,0.000000,0.000000,85.963636,85.963636
235.534200,0.000000,0.000000,85.963636,85.963636
235.813600,0.000000,0.000000,85.963636,85.963636
236.093000,0.000000,0.000000,85.963636,85.963636
236.372400,0.000000,0.000000,85.963636,85.963636
236.651800,0.000000,0.000000,85.963636,85.963636
236.931200,0.000000,0.000000,85.963636,85.963636
237.210600,0.000000,0.000000,85.963636,85.963636
237.490000,0.000000,0.000000,85.963636,85.963636
237.769400,0.000000,0.000000,85.963636,85.963636
238.048800,0.000000,0.000000,85.963636,85.963636
238.328200,0.000000,0.000000,85.963636,85.963636
238.607600,0.000000,0.000000,85.963636,85.963636
238.887000,0.000000,0.000000,85.963636,85.963636
239.166400,0.000000,0.000000,85.963636,85.963636
239.445800,0.000000,0.000000,85.963636,85.963636
239.725200,0.000000,0.000000,85.963636,85.963636
240.004600,0.000000,0.000000,85.963636,85.963636
240.284000,0.000000,0.000000,85.963636,85.963636
240.563400,0.000000,0.000000,85.963636,85.963636
240.842800,0.000000,0.000000,85.963636,85.963636
241.122200,0.000000,0.000000,85.963636,85.963636
241.401600,0.000000,0.000000,85.963636,85.963636
241.681000,0.000000,0.000000,85.963636,85.963636
241.960400,0.000000,0.000000,85.963636,85.963636
242.239800,0.000000,0.000000,85.963636,85.963636
242.519200,0.000000,0.000000,85.963636,85.963636
242.798600,0.000000,0.000000,85.963636,85.963636
243.078000,0.000000,0.000000,85.963636,85.963636
243.357400,0.000000,0.000000,85.963636,85.963636
243.636800,0.000000,0.000000,85.963636,85.963636
243.916200,0.000000,0.000000,85.963636,85.963636
244.195600,0.000000,0.000000,85.963636,85.963636
244.475000,0.000000,0.000000,85.963636,85.963636
244.754400,0.000000,0.000000,85.963636,85.963636
245.033800,0.000000,0.000000,85.963636,85.963636
245.313200,0.000000,0.000000,85.963636,85.963636
245.592600,0.000000,0.000000,85.963636,85.963636
245.872000,0.000000,0.000000,85.963636,85.963636
246.151400,0.000000,0.000000,85.963636,85.963636
246.430800,0.000000,0.000000,85.963636,85.963636
246.710200,0.000000,0.000000,85.963636,85.963636
246.989600,0.000000,0.000000,85.963636,85.963636
247.269000,0.000000,0.000000,85.963636,85.963636
247.548400,0.000000,0.000000,85.963636,85.963636
247.827800,0.000000,0.000000,85.963636,85.963636
248.107200,0.000000,0.000000,85.963636,85.963636
248.386600,0.000000,0.000000,85.963636,85.963636
248.666000,0.000000,0.000000,85.963636,85.963636
248.945400,0.000000,0.000000,85.963636,85.963636
249.224800,0.000000,0.000000,85.963636,85.963636
249.504200,0.000000,0.000000,85.963636,85.963636
249.783600,0.000000,0.000000,85.963636,85.963636
250.063000,0.000000,0.000000,85.963636,85.963636
250.342400,0.000000,0.000000,85.963636,85.963636
250.621800,0.000000,0.000000,85.963636,85.963636
250.901200,0.000000,0.000000,85.963636,85.963636
251.180600,0.000000,0.000000,85.963636,85.963636
251.460000,0.000000,0.000000,85.963636,85.963636
251.739400,0.000000,0.000000,85.963636,85.963636
252.018800,0.000000,0.000000,85.963636,85.963636
252.298200,0.000000,0.000000,85.963636,85.963636
252.577600,0.000000,0.000000,85.963636,85.963636
252.857000,0.000000,0.000000,85.963636,85.963636
253.136400,0.000000,0.000000,85.963636,85.963636
253.415800,0.000000,0.000000,85.963636,85.963636
253.695200,0.000000,0.000000,85.963636,85.963636
253.974600,0.000000,0.000000,85.963636,85.963636
254.254000,0.000000,0.000000,85.963636,85.963636
254.533400,0.000000,0.000000,85.963636,85.963636
254.812800,0.000000,0.000000,85.963636,85.963636
255.092200,0.000000,0.000000,85.963636,85.963636
255.371600,0.000000,0.000000,85.963636,85.963636
255.651000,0.000000,0.000000,85.963636,85.963636
255.930400,0.000000,0.000000,85.963636,85.963636
256.209800,0.000000,0.000000,85.963636,85.963636
256.489200,0.000000,0.000000,85.963636,85.963636
256.768600,0.000000,0.000000,85.963636,85.963636
257.048000,0.000000,0.000000,85.963636,85.963636
257.327400,0.000000,0.000000,85.963636,85.963636
257.606800,0.000000,0.000000,85.963636,85.963636
257.886200,0.000000,0.000000,85.963636,85.963636
258.165600,0.000000,0.000000,85.963636,85.963636
258.445000,0.000000,0.000000,85.963636,85.963636
258.724400,0.000000,0.000000,85.963636,85.963636
259.003800,0.000000,0.000000,85.963636,85.963636
259.283200,0.000000,0.000000,85.963636,85.963636
259.562600,0.000000,0.000000,85.963636,85.963636
259.842000,0.000000,0.000000,85.963636,85.963636
260.121400,0.000000,0.000000,85.963636,85.963636
260.400800,0.000000,0.000000,85.963636,85.963636
260.680200,0.000000,0.000000,85.963636,85.963636
260.959600,0.000000,0.000000,85.963636,85.963636
261.239000,0.000000,0.000000,85.963636,85.963636
261.518400,0.000000,0.000000,85.963636,85.963636
261.797800,0.000000,0.000000,85.963636,85.963636
262.077200,0.000000,0.000000,85.963636,85.963636
262.356600,0.000000,0.000000,85.963636,85.963636
262.636000,0.000000,0.000000,85.963636,85.963636
262.915400,0.000000,0.000000,85.963636,85.963636
263.194800,0.000000,0.000000,85.963636,85.963636
263.474200,0.000000,0.000000,85.963636,85.963636
263.753600,0.000000,0.000000,85.963636,85.963636
264.033000,0.000000,0.000000,85.963636,85.963636
264.312400,0.000000,0.000000,85.963636,85.963636
264.591800,0.000000,0.000000,85.963636,85.963636
264.871200,0.000000,0.000000,85.963636,85.963636
265.150600,0.000000,0.000000,85.963636,85.963636
265.430000,0.000000,0.000000,85.963636,85.963636
265.709400,0.000000,0.000000,85.963636,85.963636
265.988800,0.000000,0.000000,85.963636,85.963636
266.268200,0.000000,0.000000,85.963636,85.963636
266.547600,0.000000,0.000000,85.963636,85.963636
266.827000,0.000000,0.000000,85.963636,85.963636
267.106400,0.000000,0.000000,85.963636,85.963636
267.385800,0.000000,0.000000,85.963636,85.963636
267.665200,0.000000,0.000000,85.963636,85.963636
267.944600,0.000000,0.000000,85.963636,85.963636
268.224000,0.000000,0.000000,85.963636,85.963636
268.503400,0.000000,0.000000,85.963636,85.963636
268.782800,0.000000,0.000000,85.963636,85.963636
269.062200,0.000000,0.000000,85.963636,85.963636
269.341600,0.000000,0.000000,85.963636,85.963636
269.621000,0.000000,0.000000,85.963636,85.963636
269.900400,0.000000,0.000000,85.963636,85.963636
270.179800,0.000000,0.000000,85.963636,85.963636
270.459200,0.000000,0.000000,85.963636,85.963636
270.738600,0.000000,0.000000,85.963636,85.963636
271.018000,0.000000,0.000000,85.963636,85.963636
271.297400,0.000000,0.000000,85.963636,85.963636
271.576800,0.000000,0.000000,85.963636,85.963636
271.856200,0.000000,0.000000,85.963636,85.963636
272.135600,0.000000,0.000000,85.963636,85.963636
272.415000,0.000000,0.000000,85.963636,85.963636
272.694400,0.000000,0.000000,85.963636,85.963636
272.973800,0.000000,0.000000,85.963636,85.963636
273.253200,0.000000,0.000000,85.963636,85.963636
273.532600,0.000000,0.000000,85.963636,85.963636
273.812000,0.000000,0.000000,85.963636,85.963636
274.091400,0.000000,0.000000,85.963636,85.963636
274.370800,0.000000,0.000000,85.963636,85.963636
274.650200,0.000000,0.000000,85.963636,85.963636
274.929600,0.000000,0.000000,85.963636,85.963636
275.209000,0.000000,0.000000,85.963636,85.963636
275.488400,0.000000,0.000000,85.963636,85.963636
275.767800,0.000000,0.000000,85.963636,85.963636
276.047200,0.000000,0.000000,85.963636,85.963636
276.326600,0.000000,0.000000,85.963636,85.963636
276.606000,0.000000,0.000000,85.963636,85.963636
276.885400,0.000000,0.000000,85.963636,85.963636
277.164800,0.000000,0.000000,85.963636,85.963636
277.444200,0.000000,0.000000,85.963636,85.963636
277.723600,0.000000,0.000000,85.963636,85.963636
278.003000,0.000000,0.000000,85.963636,85.963636
278.282400,0.000000,0.000000,85.963636,85.963636
278.561800,0.000000,0.000000,85.963636,85.963636
278.841200,0.000000,0.000000,85.963636,85.963636
279.120600,0.000000,0.000000,85.963636,85.963636
279.400000,117.236364,117.236364,0.000000,0.000000
