time_s,chassis_travel_mm,front_left_smoothed_mm,front_right_smoothed_mm,rear_left_smoothed_mm,rear_right_smoothed_mm,front_left_raw_mm,front_right_raw_mm,rear_left_raw_mm,rear_right_raw_mm
2.028000,405.600000,46.845749,46.845749,22.232433,22.232433,5.781164,5.781164,-47.250298,-47.250298
2.030000,406.000000,46.845749,46.845749,22.034644,22.034644,6.085964,6.085964,-47.370243,-47.370243
2.032000,406.400000,46.845749,46.845749,21.840638,21.840638,6.390764,6.390764,-47.487840,-47.487840
2.034000,406.800000,46.845749,46.845749,21.650498,21.650498,6.644764,6.644764,-47.584058,-47.584058
2.036000,407.200000,46.845749,46.845749,21.464305,21.464305,6.949564,6.949564,-47.697400,-47.697400
2.038000,407.600000,46.845749,46.845749,21.282141,21.282141,7.254364,7.254364,-47.808450,-47.808450
2.040000,408.000000,46.845749,46.845749,21.104084,21.104084,7.559164,7.559164,-47.917225,-47.917225
2.042000,408.400000,46.845749,46.845749,20.930213,20.930213,7.813164,7.813164,-48.006146,-48.006146
2.044000,408.800000,46.845749,46.845749,20.760604,20.760604,8.117964,8.117964,-48.110798,-48.110798
2.046000,409.200000,46.845749,46.845749,20.595333,20.595333,8.422764,8.422764,-48.213226,-48.213226
2.048000,409.600000,46.845749,46.845749,20.434472,20.434472,8.676764,8.676764,-48.296898,-48.296898
2.050000,410.000000,46.845749,46.845749,20.278096,20.278096,8.981564,8.981564,-48.395295,-48.395295
2.052000,410.400000,46.845749,46.845749,20.126274,20.126274,9.286364,9.286364,-48.491519,-48.491519
2.054000,410.800000,46.845749,46.845749,19.979076,19.979076,9.591164,9.591164,-48.585584,-48.585584
2.056000,411.200000,46.845749,46.845749,19.836570,19.836570,9.845164,9.845164,-48.662336,-48.662336
2.058000,411.600000,46.845749,46.845749,19.698822,19.698822,10.149964,10.149964,-48.752489,-48.752489
2.060000,412.000000,46.845749,46.845749,19.565897,19.565897,10.454764,10.454764,-48.840530,-48.840530
2.062000,412.400000,46.845749,46.845749,19.437859,19.437859,10.759564,10.759564,-48.926475,-48.926475
2.064000,412.800000,46.845749,46.845749,19.314768,19.314768,11.013564,11.013564,-48.996507,-48.996507
2.066000,413.200000,46.845749,46.845749,19.196684,19.196684,11.318364,11.318364,-49.078651,-49.078651
2.068000,413.600000,46.845749,46.845749,19.083665,19.083665,11.623164,11.623164,-49.158742,-49.158742
2.070000,414.000000,46.845749,46.845749,18.975767,18.975767,11.877164,11.877164,-49.223928,-49.223928
2.072000,414.400000,46.845749,46.845749,18.873045,18.873045,12.181964,12.181964,-49.300296,-49.300296
2.074000,414.800000,46.845749,46.845749,18.775552,18.775552,12.486764,12.486764,-49.374653,-49.374653
2.076000,415.200000,46.845749,46.845749,18.683337,18.683337,12.791564,12.791564,-49.447014,-49.447014
2.078000,415.600000,46.845749,46.845749,18.596451,18.596451,13.045564,13.045564,-49.505800,-49.505800
2.080000,416.000000,46.845749,46.845749,18.514940,18.514940,13.350364,13.350364,-49.574537,-49.574537
2.082000,416.400000,46.845749,46.845749,18.438849,18.438849,13.655164,13.655164,-49.641318,-49.641318
2.084000,416.800000,46.845749,46.845749,18.368220,18.368220,13.959964,13.959964,-49.706155,-49.706155
2.086000,417.200000,46.845749,46.845749,18.303097,18.303097,14.213964,14.213964,-49.758711,-49.758711
2.088000,417.600000,46.845749,46.845749,18.243516,18.243516,14.518764,14.518764,-49.820020,-49.820020
2.090000,418.000000,46.845749,46.845749,18.189516,18.189516,14.823564,14.823564,-49.879423,-49.879423
2.092000,418.400000,46.845749,46.845749,18.141130,18.141130,15.077564,15.077564,-49.927478,-49.927478
2.094000,418.800000,46.845749,46.845749,18.098393,18.098393,15.382364,15.382364,-49.983420,-49.983420
2.096000,419.200000,46.845749,46.845749,18.061334,18.061334,15.687164,15.687164,-50.037491,-50.037491
2.098000,419.600000,46.845749,46.845749,18.029982,18.029982,15.991964,15.991964,-50.089704,-50.089704
2.100000,420.000000,46.845749,46.845749,18.004364,18.004364,16.245964,16.245964,-50.131804,-50.131804
2.102000,420.400000,46.845749,46.845749,17.984503,17.984503,16.550764,16.550764,-50.180642,-50.180642
2.104000,420.800000,46.845749,46.845749,17.970422,17.970422,16.855564,16.855564,-50.227656,-50.227656
2.106000,421.200000,46.845749,46.845749,17.962139,17.962139,17.160364,17.160364,-50.272857,-50.272857
2.108000,421.600000,46.845749,46.845749,17.959673,17.959673,17.414364,17.414364,-50.309149,-50.309149
2.110000,422.000000,46.845749,46.845749,17.963037,17.963037,17.719164,17.719164,-50.351057,-50.351057
2.112000,422.400000,46.845749,46.845749,17.972246,17.972246,18.023964,18.023964,-50.391185,-50.391185
2.114000,422.800000,46.845749,46.845749,17.987306,17.987306,18.277964,18.277964,-50.423273,-50.423273
2.116000,423.200000,46.845749,46.845749,18.008225,18.008225,18.582764,18.582764,-50.460165,-50.460165
2.118000,423.600000,46.845749,46.845749,18.035004,18.035004,18.887564,18.887564,-50.495308,-50.495308
2.120000,424.000000,46.845749,46.845749,18.067643,18.067643,19.192364,19.192364,-50.528713,-50.528713
2.122000,424.400000,46.845749,46.845749,18.106135,18.106135,19.446364,19.446364,-50.555230,-50.555230
2.124000,424.800000,46.845749,46.845749,18.150473,18.150473,19.751164,19.751164,-50.585474,-50.585474
2.126000,425.200000,46.845749,46.845749,18.200645,18.200645,20.055964,20.055964,-50.614009,-50.614009
2.128000,425.600000,46.845749,46.845749,18.256636,18.256636,20.360764,20.360764,-50.640844,-50.640844
2.130000,426.000000,46.845749,46.845749,18.318428,18.318428,20.614764,20.614764,-50.661917,-50.661917
2.132000,426.400000,46.845749,46.845749,18.385998,18.385998,20.919564,20.919564,-50.685663,-50.685663
2.134000,426.800000,46.845749,46.845749,18.459321,18.459321,21.224364,21.224364,-50.707739,-50.707739
2.136000,427.200000,46.845749,46.845749,18.538368,18.538368,21.478364,21.478364,-50.724865,-50.724865
2.138000,427.600000,46.845749,46.845749,18.623106,18.623106,21.783164,21.783164,-50.743902,-50.743902
2.140000,428.000000,46.845749,46.845749,18.713499,18.713499,22.087964,22.087964,-50.761294,-50.761294
2.142000,428.400000,46.845749,46.845749,18.809509,18.809509,22.392764,22.392764,-50.777052,-50.777052
2.144000,428.800000,46.845749,46.845749,18.911092,18.911092,22.646764,22.646764,-50.788941,-50.788941
2.146000,429.200000,46.845749,46.845749,19.018202,19.018202,22.951564,22.951564,-50.801725,-50.801725
2.148000,429.600000,46.845749,46.845749,19.130789,19.130789,23.256364,23.256364,-50.812900,-50.812900
2.150000,430.000000,46.845749,46.845749,19.248801,19.248801,23.561164,23.561164,-50.822475,-50.822475
2.152000,430.400000,46.845749,46.845749,19.372180,19.372180,23.815164,23.815164,-50.829237,-50.829237
2.154000,430.800000,46.845749,46.845749,19.500866,19.500866,24.119964,24.119964,-50.835901,-50.835901
2.156000,431.200000,46.845749,46.845749,19.634797,19.634797,24.424764,24.424764,-50.840989,-50.840989
2.158000,431.600000,46.845749,46.845749,19.773904,19.773904,24.678764,24.678764,-50.844031,-50.844031
2.160000,432.000000,46.845749,46.845749,19.918117,19.918117,24.983564,24.983564,-50.846251,-50.846251
2.162000,432.400000,46.845749,46.845749,20.067363,20.067363,25.288364,25.288364,-50.846920,-50.846920
2.164000,432.800000,46.845749,46.845749,20.221564,20.221564,25.593164,25.593164,-50.846045,-50.846045
2.166000,433.200000,46.845749,46.845749,20.380639,20.380639,25.847164,25.847164,-50.844142,-50.844142
2.168000,433.600000,46.845749,46.845749,20.544504,20.544504,26.151964,26.151964,-50.840457,-50.840457
2.170000,434.000000,46.845749,46.845749,20.713071,20.713071,26.456764,26.456764,-50.835251,-50.835251
2.172000,434.400000,46.845749,46.845749,20.886249,20.886249,26.761564,26.761564,-50.828531,-50.828531
2.174000,434.800000,46.845749,46.845749,21.063942,21.063942,27.015564,27.015564,-50.821780,-50.821780
2.176000,435.200000,46.845749,46.845749,21.246054,21.246054,27.320364,27.320364,-50.812306,-50.812306
2.178000,435.600000,46.845749,46.845749,21.432483,21.432483,27.625164,27.625164,-50.801339,-50.801339
2.180000,436.000000,46.845749,46.845749,21.623122,21.623122,27.879164,27.879164,-50.791066,-50.791066
2.182000,436.400000,46.845749,46.845749,21.817865,21.817865,28.183964,28.183964,-50.777384,-50.777384
2.184000,436.800000,46.845749,46.845749,22.016598,22.016598,28.488764,28.488764,-50.762231,-50.762231
2.186000,437.200000,46.845749,46.845749,22.219207,22.219207,28.793564,28.793564,-50.745613,-50.745613
2.188000,437.600000,46.845749,46.845749,22.425572,22.425572,29.047564,29.047564,-50.730653,-50.730653
2.190000,438.000000,46.845749,46.845749,22.635572,22.635572,29.352364,29.352364,-50.711370,-50.711370
2.192000,438.400000,46.845749,46.845749,22.849079,22.849079,29.657164,29.657164,-50.690644,-50.690644
2.194000,438.800000,46.845749,46.845749,23.065966,23.065966,29.961964,29.961964,-50.668481,-50.668481
2.196000,439.200000,46.845749,46.845749,23.286099,23.286099,30.215964,30.215964,-50.648919,-50.648919
2.198000,439.600000,46.845749,46.845749,23.509342,23.509342,30.520764,30.520764,-50.624139,-50.624139
2.200000,440.000000,46.845749,46.845749,23.735555,23.735555,30.825564,30.825564,-50.597941,-50.597941
2.202000,440.400000,46.845749,46.845749,23.964596,23.964596,31.079564,31.079564,-50.575031,-50.575031
2.204000,440.800000,46.845749,46.845749,24.196317,24.196317,31.384364,31.384364,-50.546251,-50.546251
2.206000,441.200000,46.845749,46.845749,24.430569,24.430569,31.689164,31.689164,-50.516072,-50.516072
2.208000,441.600000,46.845749,46.845749,24.667198,24.667198,31.993964,31.993964,-50.484499,-50.484499
2.210000,442.000000,46.845749,46.845749,24.906047,24.906047,32.247964,32.247964,-50.457130,-50.457130
2.212000,442.400000,46.845749,46.845749,25.146956,25.146956,32.552764,32.552764,-50.423020,-50.423020
2.214000,442.800000,46.845749,46.845749,25.389761,25.389761,32.857564,32.857564,-50.387536,-50.387536
2.216000,443.200000,46.845749,46.845749,25.634294,25.634294,33.162364,33.162364,-50.350682,-50.350682
2.218000,443.600000,46.845749,46.845749,25.880385,25.880385,33.416364,33.416364,-50.318929,-50.318929
2.220000,444.000000,46.845749,46.845749,26.127860,26.127860,33.721164,33.721164,-50.279581,-50.279581
2.222000,444.400000,46.845749,46.845749,26.376540,26.376540,34.025964,34.025964,-50.238881,-50.238881
2.224000,444.800000,46.845749,46.845749,26.626244,26.626244,34.279964,34.279964,-50.203936,-50.203936
2.226000,445.200000,46.845749,46.845749,26.876788,26.876788,34.584764,34.584764,-50.160773,-50.160773
2.228000,445.600000,46.845749,46.845749,27.127986,27.127986,34.889564,34.889564,-50.116273,-50.116273
2.230000,446.000000,46.845749,46.845749,27.379659,27.379659,35.194364,35.194364,-50.070445,-50.070445
2.232000,446.400000,46.845749,46.845749,27.631642,27.631642,35.448364,35.448364,-50.031242,-50.031242
2.234000,446.800000,46.845749,46.845749,27.883783,27.883783,35.753164,35.753164,-49.982990,-49.982990
2.236000,447.200000,46.845749,46.845749,28.135936,28.135936,36.057964,36.057964,-49.933423,-49.933423
2.238000,447.600000,46.845749,46.845749,28.387965,28.387965,36.362764,36.362764,-49.882548,-49.882548
2.240000,448.000000,46.845749,46.845749,28.639739,28.639739,36.616764,36.616764,-49.839157,-49.839157
2.242000,448.400000,46.845749,46.845749,28.891135,28.891135,36.921564,36.921564,-49.785897,-49.785897
2.244000,448.800000,46.845749,46.845749,29.142037,29.142037,37.226364,37.226364,-49.731344,-49.731344
2.246000,449.200000,46.845749,46.845749,29.392332,29.392332,37.480364,37.480364,-49.684898,-49.684898
2.248000,449.600000,46.845749,46.845749,29.641916,29.641916,37.785164,37.785164,-49.627987,-49.627987
2.250000,450.000000,46.845749,46.845749,29.890688,29.890688,38.089964,38.089964,-49.569798,-49.569798
2.252000,450.400000,46.845749,46.845749,30.138554,30.138554,38.394764,38.394764,-49.510335,-49.510335
2.254000,450.800000,46.845749,46.845749,30.385425,30.385425,38.648764,38.648764,-49.459813,-49.459813
2.256000,451.200000,46.845749,46.845749,30.631215,30.631215,38.953564,38.953564,-49.398028,-49.398028
2.258000,451.600000,46.845749,46.845749,30.875845,30.875845,39.258364,39.258364,-49.334983,-49.334983
2.260000,452.000000,46.845749,46.845749,31.119241,31.119241,39.563164,39.563164,-49.270684,-49.270684
2.262000,452.400000,46.845749,46.845749,31.361332,31.361332,39.817164,39.817164,-49.216147,-49.216147
2.264000,452.800000,46.845749,46.845749,31.602053,31.602053,40.121964,40.121964,-49.149561,-49.149561
2.266000,453.200000,46.845749,46.845749,31.841344,31.841344,40.426764,40.426764,-49.081734,-49.081734
2.268000,453.600000,46.845749,46.845749,32.079150,32.079150,40.680764,40.680764,-49.024266,-49.024266
2.270000,454.000000,46.845749,46.845749,32.315419,32.315419,40.985564,40.985564,-48.954176,-48.954176
2.272000,454.400000,46.845749,46.845749,32.550105,32.550105,41.290364,41.290364,-48.882858,-48.882858
2.274000,454.800000,46.845749,46.845749,32.783167,32.783167,41.595164,41.595164,-48.810317,-48.810317
2.276000,455.200000,46.845749,46.845749,33.014568,33.014568,41.849164,41.849164,-48.748936,-48.748936
2.278000,455.600000,46.845749,46.845749,33.244278,33.244278,42.153964,42.153964,-48.674164,-48.674164
2.280000,456.000000,46.845749,46.845749,33.472268,33.472268,42.458764,42.458764,-48.598182,-48.598182
2.282000,456.400000,46.845749,46.845749,33.698517,33.698517,42.763564,42.763564,-48.520994,-48.520994
2.284000,456.800000,46.845749,46.845749,33.923004,33.923004,43.017564,43.017564,-48.455752,-48.455752
2.286000,457.200000,46.845749,46.845749,34.145711,34.145711,43.322364,43.322364,-48.376364,-48.376364
2.288000,457.600000,46.845749,46.845749,34.366618,34.366618,43.627164,43.627164,-48.295782,-48.295782
2.290000,458.000000,46.845749,46.845749,34.585706,34.585706,43.881164,43.881164,-48.227722,-48.227722
2.292000,458.400000,46.845749,46.845749,34.802959,34.802959,44.185964,44.185964,-48.144962,-48.144962
2.294000,458.800000,46.845749,46.845749,35.018358,35.018358,44.490764,44.490764,-48.061021,-48.061021
2.296000,459.200000,46.845749,46.845749,35.231887,35.231887,44.795564,44.795564,-47.975901,-47.975901
2.298000,459.600000,46.845749,46.845749,35.443528,35.443528,45.049564,45.049564,-47.904072,-47.904072
2.300000,460.000000,46.845749,46.845749,35.653265,35.653265,45.354364,45.354364,-47.816803,-47.816803
2.302000,460.400000,46.845749,46.845749,35.861082,35.861082,45.659164,45.659164,-47.728369,-47.728369
2.304000,460.800000,46.845749,46.845749,36.066964,36.066964,45.913164,45.913164,-47.653785,-47.653785
2.306000,461.200000,46.845749,46.845749,36.270896,36.270896,46.217964,46.217964,-47.563222,-47.563222
2.308000,461.600000,46.845749,46.845749,36.472864,36.472864,46.522764,46.522764,-47.471504,-47.471504
2.310000,462.000000,46.845749,46.845749,36.672853,36.672853,46.827564,46.827564,-47.378634,-47.378634
2.312000,462.400000,46.845749,46.845749,36.870850,36.870850,46.845749,46.845749,-47.300366,-47.300366
2.314000,462.800000,46.845749,46.845749,37.066842,37.066842,41.169272,41.169272,-47.205395,-47.205395
2.316000,463.200000,46.845747,46.845747,37.260817,37.260817,37.040795,37.040795,-47.109284,-47.109284
2.318000,463.600000,46.845721,46.845721,37.452761,37.452761,33.660332,33.660332,-47.012035,-47.012035
2.320000,464.000000,46.845637,46.845637,37.642665,37.642665,31.205328,31.205328,-46.930128,-46.930128
2.322000,464.400000,46.845448,46.845448,37.830515,37.830515,28.567641,28.567641,-46.830805,-46.830805
2.324000,464.800000,46.845097,46.845097,38.016303,38.016303,26.185254,26.185254,-46.730354,-46.730354
2.326000,465.200000,46.844522,46.844522,38.200018,38.200018,24.354154,24.354154,-46.645787,-46.645787
2.328000,465.600000,46.843652,46.843652,38.381651,38.381651,22.308169,22.308169,-46.543280,-46.543280
2.330000,466.000000,46.842410,46.842410,38.561191,38.561191,20.400606,20.400606,-46.439656,-46.439656
2.332000,466.400000,46.840715,46.840715,38.738631,38.738631,18.610201,18.610201,-46.334919,-46.334919
2.334000,466.800000,46.838480,46.838480,38.913963,38.913963,17.195828,17.195828,-46.246790,-46.246790
2.336000,467.200000,46.835614,46.835614,39.087180,39.087180,15.580446,15.580446,-46.140021,-46.140021
2.338000,467.600000,46.832023,46.832023,39.258273,39.258273,14.044402,14.044402,-46.032148,-46.032148
2.340000,468.000000,46.827611,46.827611,39.427238,39.427238,12.579006,12.579006,-45.923175,-45.923175
2.342000,468.400000,46.822275,46.822275,39.594067,39.594067,11.406579,11.406579,-45.831526,-45.831526
2.344000,468.800000,46.815915,46.815915,39.758756,39.758756,10.052850,10.052850,-45.720545,-45.720545
2.346000,469.200000,46.808424,46.808424,39.921300,39.921300,8.752197,8.752197,-45.608472,-45.608472
2.348000,469.600000,46.799695,46.799695,40.081694,40.081694,7.705591,7.705591,-45.514247,-45.514247
2.350000,470.000000,46.789622,46.789622,40.239935,40.239935,6.490974,6.490974,-45.400183,-45.400183
2.352000,470.400000,46.778093,46.778093,40.396020,40.396020,5.318162,5.318162,-45.285036,-45.285036
2.354000,470.800000,46.764998,46.764998,40.549945,40.549945,4.184108,4.184108,-45.168811,-45.168811
2.356000,471.200000,46.750226,46.750226,40.701709,40.701709,3.266721,3.266721,-45.071135,-45.071135
2.358000,471.600000,46.733665,46.733665,40.851310,40.851310,2.196963,2.196963,-44.952940,-44.952940
2.360000,472.000000,46.715200,46.715200,40.998747,40.998747,1.159098,1.159098,-44.833676,-44.833676
2.362000,472.400000,46.694719,46.694719,41.144019,41.144019,0.151181,0.151181,-44.713344,-44.713344
2.364000,472.800000,46.672109,46.672109,41.287127,41.287127,-0.667142,-0.667142,-44.612254,-44.612254
2.366000,473.200000,46.647256,46.647256,41.428072,41.428072,-1.624582,-1.624582,-44.489974,-44.489974
2.368000,473.600000,46.620046,46.620046,41.566854,41.566854,-2.556618,-2.556618,-44.366635,-44.366635
2.370000,474.000000,46.590368,46.590368,41.703474,41.703474,-3.314872,-3.314872,-44.263046,-44.263046
2.372000,474.400000,46.558113,46.558113,41.837937,41.837937,-4.203706,-4.203706,-44.137774,-44.137774
2.374000,474.800000,46.523177,46.523177,41.970243,41.970243,-5.070619,-5.070619,-44.011452,-44.011452
2.376000,475.200000,46.485463,46.485463,42.100396,42.100396,-5.916649,-5.916649,-43.884082,-43.884082
2.378000,475.600000,46.444875,46.444875,42.228401,42.228401,-6.606416,-6.606416,-43.777142,-43.777142
2.380000,476.000000,46.401324,46.401324,42.354261,42.354261,-7.416597,-7.416597,-43.647859,-43.647859
2.382000,476.400000,46.354726,46.354726,42.477981,42.477981,-8.208425,-8.208425,-43.517536,-43.517536
2.384000,476.800000,46.304998,46.304998,42.599568,42.599568,-8.982671,-8.982671,-43.386176,-43.386176
2.386000,477.200000,46.252065,46.252065,42.719027,42.719027,-9.614963,-9.614963,-43.275919,-43.275919
2.388000,477.600000,46.195855,46.195855,42.836364,42.836364,-10.358801,-10.358801,-43.142665,-43.142665
2.390000,478.000000,46.136301,46.136301,42.951587,42.951587,-11.086963,-11.086963,-43.008382,-43.008382
2.392000,478.400000,46.073337,46.073337,43.064703,43.064703,-11.682217,-11.682217,-42.895695,-42.895695
2.394000,478.800000,46.006906,46.006906,43.175720,43.175720,-12.383146,-12.383146,-42.759531,-42.759531
2.396000,479.200000,45.936952,45.936952,43.284648,43.284648,-13.069976,-13.069976,-42.622346,-42.622346
2.398000,479.600000,45.863423,45.863423,43.391494,43.391494,-13.743199,-13.743199,-42.484141,-42.484141
2.400000,480.000000,45.786272,45.786272,43.496269,43.496269,-14.294160,-14.294160,-42.368194,-42.368194
2.402000,480.400000,45.705456,45.705456,43.598982,43.598982,-14.943623,-14.943623,-42.228127,-42.228127
2.404000,480.800000,45.620936,45.620936,43.699646,43.699646,-15.580726,-15.580726,-42.087048,-42.087048
2.406000,481.200000,45.532674,45.532674,43.798270,43.798270,-16.205860,-16.205860,-41.944960,-41.944960
2.408000,481.600000,45.440640,45.440640,43.894867,43.894867,-16.717933,-16.717933,-41.825783,-41.825783
2.410000,482.000000,45.344806,45.344806,43.989448,43.989448,-17.322080,-17.322080,-41.681850,-41.681850
2.412000,482.400000,45.245145,45.245145,44.082026,44.082026,-17.915264,-17.915264,-41.536913,-41.536913
2.414000,482.800000,45.141638,45.141638,44.172615,44.172615,-18.401440,-18.401440,-41.415369,-41.415369
2.416000,483.200000,45.034266,45.034266,44.261228,44.261228,-18.975345,-18.975345,-41.268600,-41.268600
2.418000,483.600000,44.923016,44.923016,44.347879,44.347879,-19.539152,-19.539152,-41.120836,-41.120836
2.420000,484.000000,44.807877,44.807877,44.432582,44.432582,-20.093141,-20.093141,-40.972078,-40.972078
2.422000,484.400000,44.688841,44.688841,44.515354,44.515354,-20.547489,-20.547489,-40.847355,-40.847355
2.424000,484.800000,44.565904,44.565904,44.596208,44.596208,-21.084155,-21.084155,-40.696781,-40.696781
2.426000,485.200000,44.439066,44.439066,44.675161,44.675161,-21.611721,-21.611721,-40.545219,-40.545219
2.428000,485.600000,44.308328,44.308328,44.752230,44.752230,-22.130419,-22.130419,-40.392673,-40.392673
2.430000,486.000000,44.173697,44.173697,44.827431,44.827431,-22.556053,-22.556053,-40.264800,-40.264800
2.432000,486.400000,44.035180,44.035180,44.900782,44.900782,-23.059062,-23.059062,-40.110454,-40.110454
2.434000,486.800000,43.892790,43.892790,44.972299,44.972299,-23.553808,-23.553808,-39.955128,-39.955128
2.436000,487.200000,43.746541,43.746541,45.042002,45.042002,-23.959924,-23.959924,-39.824944,-39.824944
2.438000,487.600000,43.596450,43.596450,45.109908,45.109908,-24.440023,-24.440023,-39.667830,-39.667830
2.440000,488.000000,43.442538,43.442538,45.176037,45.176037,-24.912393,-24.912393,-39.509743,-39.509743
2.442000,488.400000,43.284828,43.284828,45.240408,45.240408,-25.377209,-25.377209,-39.350686,-39.350686
2.444000,488.800000,43.123345,43.123345,45.303040,45.303040,-25.758907,-25.758907,-39.217398,-39.217398
2.446000,489.200000,42.958119,42.958119,45.363953,45.363953,-26.210306,-26.210306,-39.056567,-39.056567
2.448000,489.600000,42.789181,42.789181,45.423169,45.423169,-26.654609,-26.654609,-38.894771,-38.894771
2.450000,490.000000,42.616564,42.616564,45.480707,45.480707,-27.091968,-27.091968,-38.732012,-38.732012
2.452000,490.400000,42.440305,42.440305,45.536588,45.536588,-27.451233,-27.451233,-38.595645,-38.595645
2.454000,490.800000,42.260443,42.260443,45.590835,45.590835,-27.876232,-27.876232,-38.431127,-38.431127
2.456000,491.200000,42.077019,42.077019,45.643468,45.643468,-28.294682,-28.294682,-38.265651,-38.265651
2.458000,491.600000,41.890078,41.890078,45.694511,45.694511,-28.638483,-28.638483,-38.127025,-38.127025
2.460000,492.000000,41.699664,41.699664,45.743985,45.743985,-29.045265,-29.045265,-37.959800,-37.959800
2.462000,492.400000,41.505827,41.505827,45.791913,45.791913,-29.445856,-29.445856,-37.791623,-37.791623
2.464000,492.800000,41.308617,41.308617,45.838318,45.838318,-29.840375,-29.840375,-37.622497,-37.622497
2.466000,493.200000,41.108087,41.108087,45.883223,45.883223,-30.164585,-30.164585,-37.480835,-37.480835
2.468000,493.600000,40.904291,40.904291,45.926652,45.926652,-30.548266,-30.548266,-37.309972,-37.309972
2.470000,494.000000,40.697288,40.697288,45.968629,45.968629,-30.926189,-30.926189,-37.138166,-37.138166
2.472000,494.400000,40.487136,40.487136,46.009178,46.009178,-31.298457,-31.298457,-36.965416,-36.965416
2.474000,494.800000,40.273896,40.273896,46.048322,46.048322,-31.604435,-31.604435,-36.820740,-36.820740
2.476000,495.200000,40.057631,40.057631,46.086088,46.086088,-31.966596,-31.966596,-36.646268,-36.646268
2.478000,495.600000,39.838406,39.838406,46.122498,46.122498,-32.323380,-32.323380,-36.470858,-36.470858
2.480000,496.000000,39.616288,39.616288,46.157579,46.157579,-32.616659,-32.616659,-36.323968,-36.323968
2.482000,496.400000,39.391346,39.391346,46.191356,46.191356,-32.963822,-32.963822,-36.146845,-36.146845
2.484000,496.800000,39.163649,39.163649,46.223852,46.223852,-33.305860,-33.305860,-35.968788,-35.968788
2.486000,497.200000,38.933270,38.933270,46.255096,46.255096,-33.642859,-33.642859,-35.789802,-35.789802
2.488000,497.600000,38.700282,38.700282,46.285110,46.285110,-33.919901,-33.919901,-35.639936,-35.639936
2.490000,498.000000,38.464761,38.464761,46.313923,46.313923,-34.247872,-34.247872,-35.459247,-35.459247
2.492000,498.400000,38.226784,38.226784,46.341559,46.341559,-34.571029,-34.571029,-35.277633,-35.277633
2.494000,498.800000,37.986428,37.986428,46.368044,46.368044,-34.889448,-34.889448,-35.095094,-35.095094
2.496000,499.200000,37.743773,37.743773,46.393405,46.393405,-35.151231,-35.151231,-34.942273,-34.942273
2.498000,499.600000,37.498901,37.498901,46.417668,46.417668,-35.461151,-35.461151,-34.758044,-34.758044
2.500000,500.000000,37.251894,37.251894,46.440859,46.440859,-35.766536,-35.766536,-34.572896,-34.572896
2.502000,500.400000,37.002837,37.002837,46.463004,46.463004,-36.017607,-36.017607,-34.417904,-34.417904
2.504000,500.800000,36.751813,36.751813,46.484131,46.484131,-36.314851,-36.314851,-34.231073,-34.231073
2.506000,501.200000,36.498909,36.498909,46.504264,46.504264,-36.607746,-36.607746,-34.043327,-34.043327
2.508000,501.600000,36.244214,36.244214,46.523431,46.523431,-36.896354,-36.896354,-33.854668,-33.854668
2.510000,502.000000,35.987815,35.987815,46.541658,46.541658,-37.133632,-37.133632,-33.696755,-33.696755
2.512000,502.400000,35.729802,35.729802,46.558972,46.558972,-37.414540,-37.414540,-33.506425,-33.506425
2.514000,502.800000,35.470267,35.470267,46.575399,46.575399,-37.691331,-37.691331,-33.315185,-33.315185
2.516000,503.200000,35.209300,35.209300,46.590965,46.590965,-37.964062,-37.964062,-33.123038,-33.123038
2.518000,503.600000,34.946995,34.946995,46.605696,46.605696,-38.188277,-38.188277,-32.962222,-32.962222
2.520000,504.000000,34.683444,34.683444,46.619620,46.619620,-38.453707,-38.453707,-32.768414,-32.768414
2.522000,504.400000,34.418744,34.418744,46.632761,46.632761,-38.715229,-38.715229,-32.573703,-32.573703
2.524000,504.800000,34.152988,34.152988,46.645147,46.645147,-38.930218,-38.930218,-32.410754,-32.410754
2.526000,505.200000,33.886272,33.886272,46.656802,46.656802,-39.184711,-39.184711,-32.214389,-32.214389
2.528000,505.600000,33.618695,33.618695,46.667753,46.667753,-39.435440,-39.435440,-32.017125,-32.017125
2.530000,506.000000,33.350352,33.350352,46.678025,46.678025,-39.682452,-39.682452,-31.818962,-31.818962
2.532000,506.400000,33.081343,33.081343,46.687644,46.687644,-39.885492,-39.885492,-31.653142,-31.653142
2.534000,506.800000,32.811765,32.811765,46.696634,46.696634,-40.125813,-40.125813,-31.453336,-31.453336
2.536000,507.200000,32.541718,32.541718,46.705022,46.705022,-40.362549,-40.362549,-31.252636,-31.252636
2.538000,507.600000,32.271302,32.271302,46.712831,46.712831,-40.595743,-40.595743,-31.051042,-31.051042
2.540000,508.000000,32.000617,32.000617,46.720086,46.720086,-40.787397,-40.787397,-30.882367,-30.882367
2.542000,508.400000,31.729763,31.729763,46.726812,46.726812,-41.014209,-41.014209,-30.679140,-30.679140
2.544000,508.800000,31.458842,31.458842,46.733032,46.733032,-41.237598,-41.237598,-30.475023,-30.475023
2.546000,509.200000,31.187955,31.187955,46.738771,46.738771,-41.421171,-41.421171,-30.304248,-30.304248
2.548000,509.600000,30.917203,30.917203,46.744051,46.744051,-41.638391,-41.638391,-30.098505,-30.098505
2.550000,510.000000,30.646688,30.646688,46.748896,46.748896,-41.852300,-41.852300,-29.891875,-29.891875
2.552000,510.400000,30.376512,30.376512,46.753329,46.753329,-42.062937,-42.062937,-29.684362,-29.684362
